FRAME DPS 475  LEITCH;DPS 475;BG475A0048;4156;;ALMOX-A3;10/08/2023;ALM A4 12/09/2021(INVT 08/2023);;
SWITCHER AW-HS50N PANASONIC;AW-HS50N ;C4TBA0006;4326;SESC TV;ALMOX (DEFEITO);30/05/2023;ALM DEFEITO 25/08/2018 (V.SESC TV MANOEL);;
SWITCHER AW-HS50N PANASONIC;AW-HS50N ;C4TBA0015;4324;CASA.07;CASA.54;30/05/2023;SAIU C.54 29/05/2023 (LEANDRO BIG);;
SWITCHER AW-HS50N PANASONIC;AW-HS50N ;C4TBA0013;4157;CASA 29;CASA.54;30/05/2023;SAIU C.54 29/05/2023 (LEANDRO BIG);;
SWITCHER AW-HS50N PANASONIC;AW-HS50N ;C4TBA0002;4809;CASA.32;VILA MATILDE;30/05/2023;SAIU VILA MATILDE 03/02/2022 (LAUDSON);;
SWITCHER AW-HS50N PANASONIC;AW-HS50N ;C4TBA0011;7878;CASA.18;CASA.28;30/05/2023;SAIU C.28 29/12/2022 (PEDRO);;
HPA 400W KU T04CO - CPI;T04CO  400W;H11432J9;8506;BETA MANUTENÇÃO;FLY SEPARADA PERU 2023;31/07/2023;SEPARADA FLY PERU LABORATORIO 31/07/2023 (CASSIO);28/04/2023;VEIO F&F WORK  ?
REMOTE 16R250012000C ADVANTECH;16R250012000C;AMT-9676;7539;LABORATORIO ;ALMOX-F2;17/08/2023;ALM F2 30/05/2023 (V.CASSIO);30/05/2023;VEIO F&F WORK
CONTROL XL NOVATION;XL ;A294217003953;7478;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;11/11/2022;DANFE  0001117 - AMERICA SEBURITY
CONVER SDI TO ANALG BLACK MAGI;SDI TO ANALOG;740220;8021;ALMOX;CASA.07;29/05/2023;SAIU C.07 29/05/2023 (LENADRO BIG);;
HEADSET RGB SONAR SLR-02 GALAX;SONAR SLR-02 BRANCO;SEM SERIAL;8166;CBOL 366;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;16/02/2023;VEIO CBOL 366 (WILSON)
HEADSET RGB SONAR SLR-02 GALAX;SONAR SLR-02 BRANCO;SEM SERIAL;8167;CBOL 366;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;16/02/2023;VEIO CBOL 366 (WILSON)
INTERFACE AUDIO UMC404HD BEHRINGER;UMC404HD;S201003244BK1;7459;LIVE MODE;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;07/11/2022;LIVE MODE
MONITOR 24MK430H LG ('23,8')  ;24MK430H;208AZHY9T801;8160;CBOL 366;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;16/02/2023;VEIO CBOL 366 (WILSON)
MONITOR 24MK430H LG ('23,8')  ;24MK430H;209AZUJB6974;8161;CBOL 366;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;16/02/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA008941;8158;CBOL 366;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;16/02/2023;VEIO CBOL 366 (WILSON)
VMIX RYZEN 5975 PRO;RYZEN 5975;XXX;8162;CBOL 366;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;16/02/2023;VEIO CBOL 366 (WILSON)
VMIX RYZEN 5975 PRO;RYZEN 5975;XXX;8163;CBOL 366;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;16/02/2023;VEIO CBOL 366 (WILSON)
CONVERSOR HD10AMA  AJA;HD10AMA;K0141627;1881;CASA.28;CASA.07;29/05/2023;SAIU C.07 29/05/2023 (LENADRO BIG);19/04/2023;NÃO CONST. SIST
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCM7XA008586;7368;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCM7XA008215;7376;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCM7XA008204;7372;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCM7XA007250;7371;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA008920;7363;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA008937;7361;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA008919;7375;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA005424;7377;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA005411;7360;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA007128;7369;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
VMIX RYZEN 5975 PRO;RYZEN 5975;220302944800415;7398;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;23/05/2023;VEIO CBOL 366 (WILSON)
VMIX RYZEN 5975 PRO;RYZEN 5975;220302944800470;7425;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;23/05/2023;VEIO CBOL 366 (WILSON)
VMIX RYZEN 5965 PRO;RYZEN 5965;220302944800620;7401;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;23/05/2023;VEIO CBOL 366 (WILSON)
VMIX RYZEN 5975 PRO;RYZEN 5975;210991238400515;7400;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;23/05/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCM7XA008609;7742;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA002626;7745;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;VEIO CBOL 366 (WILSON)
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;RF4C002335;7412;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;VEIO CBOL 366 (WILSON)
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;RF4C002341;7413;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;VEIO CBOL 366 (WILSON)
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;RF4C002343;7414;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;VEIO CBOL 366 (WILSON)
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;RF4C002340;7416;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;VEIO CBOL 366 (WILSON)
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;RF4C002342;7417;LIVE MODE RIO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;VEIO CBOL 366 (WILSON)
MONITOR 24MK430H LG ('23,8')  ;24MK430H;208AZPU9S688;8236;NOVO;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;24/03/2023;
PAINEL COMUNICAÇÃO XPEAK R MOUNT AEQ;XPEAK R MOUNT;102396;1296;VILA MATILDE;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;22/02/2023;DI: 22/2525302-0
PAINEL COMUNICAÇÃO XPEAK R MOUNT AEQ;XPEAK R MOUNT;102397;1297;VILA MATILDE;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;22/02/2023;DI: 22/2525302-0
PAINEL COMUNICAÇÃO XPEAK R MOUNT AEQ;XPEAK R MOUNT;102399;1299;VILA MATILDE;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;22/02/2023;DI: 22/2525302-0
PAINEL COMUNICAÇÃO XPEAK R MOUNT AEQ;XPEAK R MOUNT;102400;1300;VILA MATILDE;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;22/02/2023;DI: 22/2525302-0
PAINEL COMUNICAÇÃO XPEAK R MOUNT AEQ;XPEAK R MOUNT;102402;1302;VILA MATILDE;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;22/02/2023;DI: 22/2525302-0
DISTRIBUIDOR VIDEO MICRON RIEDEL;MICRON;6210006191655;8488;VILA MATILDE;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;25/05/2023;PREDIO (NÃO CONST SIST
VMIX RYZEN 5950 PRO;RYZEN 5950;XXX;7422;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;VEIO CBOL 366 (WILSON)
MONITOR 24MK430H LG ('23,8')  ;24MK430H;208AZYE9S690;8240;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
MONITOR 24MK430H LG ('23,8')  ;24MK430H;208AZLW9T760;8237;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
MONITOR 24MK430H LG ('23,8')  ;24MK430H;209AZRDB7030;8238;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;SEM SERIAL;7355;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;SEM SERIAL;7358;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;SEM SERIAL;7354;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;SEM SERIAL;7356;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;SEM SERIAL;8497;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;SEM SERIAL;8498;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;SEM SERIAL;8499;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;
HEADSET RGB SONAR SLR-04 GALAX;SONAR SLR-04 ;SEM SERIAL;8500;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;;
VMIX RYZEN 5950 PRO;RYZEN 5950;XXX;8501;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;VEIO CBOL 366 (WILSON)
TELEFONE IP GRP2601 GRANDSTREAM;GRP2601 VOIP;20EZ4KGM80680F9B;7345;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
TELEFONE IP GRP2601 GRANDSTREAM;GRP2601 VOIP;20EZ4KGM7064583A;7347;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
TELEFONE IP GRP2601 GRANDSTREAM;GRP2601 VOIP;22MTDSGM605E6EDD;7344;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
TELEFONE IP GRP2601 GRANDSTREAM;GRP2601 VOIP;20EZ4KGM80680F9E;8502;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
TELEFONE IP GRP2601 GRANDSTREAM;GRP2601 VOIP;2MTDSGM605E6ED8;8503;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
TELEFONE IP GRP2601 GRANDSTREAM;GRP2601 VOIP;20EZ4KGM70641FD0;7343;;PREDIO 197;29/05/2023;INSTALADO 05 ANDAR PREDIO 197 30/05/2023 INVT 2023 AMER;29/05/2023;
CONV. TN0801-5000-40 TERANEX;TN0801-5000-40;1958532;4255;CASA.18;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;19/11/2019;
DECODER DR5000 ATEME;DR5000;1327-00245;4793;BETEL MANUTENCAO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
DECODER DR5000 ATEME;DR5000;1523-02263;8309;BETEL MANUTENCAO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;12/01/2023;VEIO F&F WORK
DECODER DR5000 ATEME;DR5000;1523-02267;8310;BETEL MANUTENCAO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;12/01/2023;VEIO F&F WORK
DECODER DR5000 ATEME;DR5000;1426-01067;8311;BETEL MANUTENCAO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;12/01/2023;VEIO F&F WORK
DECODER DR8400 ATEME;DR8400;1115-00461;7940;CONTEINER BRANCO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
DECODER DR8400 ATEME;DR8400;1237-00820;4627;CONTEINER BRANCO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
DECODER IRD RX1290 TANDBERG;RX1290;113894;4000;CONTEINER BAND;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
DECODER IRD RX1290 TANDBERG;RX1290;109623;4707;CASA.32;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
DECODER RD-60 ADTEC;RD-60;201228020;7625;CASA.61;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;19/01/2023;VEIO F&F WORK
DEMODULADOR NS2000 NOVELSAT;NS2000;2047130028;7305;EMPRÉSTIMO SPEEDCAST;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
DEMODULADOR NS2000 NOVELSAT;NS2000;2047130081;7309;EMPRÉSTIMO SPEEDCAST;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;19/10/2022;NÃO CONST. SIST V.SPEED CAST
DECODER DR5000 ATEME;DR5000;1412-00772;4935;PREDIO 197;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
GRAV HYPERDECK STUDIO BLA MAG;HYPERDECK STUDIO;5596949;0813;CASA.01;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;05/10/2020;VEIO CHICÃO SEM NOTA
IMPRESSORA G7010 CANON;G7010 (COLORIDA);KMLJ12473;7731;PREDIO 197;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;25/05/2023;NÃO CONST. SIST
MONIT AUD ULTHD BLACK MAGIC;AUD ULTHD 4K;1795604;7880;CASA.18;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
MONITOR HLM-2450WB IKEGAMI;HLM-2450 WB;UAAB9400;4652;MCR;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;CONTRATO ACIOLY 04/09/2020;
MONITOR TV UN50AU7700G SAMSUNG;UN50AU7700G;Y4RV3X3T944141H;7437;LIVE MODE RIO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;07/11/2022;DANFE 6711960 - EBAZAR
MONITOR TV UN50AU7700G SAMSUNG;UN50AU7700G;Y4RV3X3T922096M;7439;LIVE MODE;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;07/11/2022;DANFE 6711928 - EBAZAR
MONITOR TV UN50AU7700G SAMSUNG;UN50AU7700G;Y4RV3X3T944144L;7433;LIVE MODE RIO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;07/11/2022;DANFE 6711937 - EBAZAR
MONITOR TV UN50AU7700G SAMSUNG;UN50AU7700G;Y4RV3X3T944132D;7435;LIVE MODE RIO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;07/11/2022;DANFE 6711944 - EBAZAR
NOBREAK 9PX6KI EATON;9PX6KI;G203M05016;7430;LIVE MODE RIO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;01/12/2021 NF: 2011611 - INGRAM;
NOBREAK 9PX6KI EATON;9PX6KI;G203M05018;7327;LIVE MODE RIO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;01/12/2021 NF: 2011611 - INGRAM;
PROCESSADOR MULTI-IMAGEM 3000FR EVERTZ;3000FR -MVP;2828270009;7913;ALMOX;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;28/03/2022 - DI-22/0566706-7;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;LAPK142020123;4798;PREDIO 197;ALMOX-A2;17/08/2023;ALM A2 17/08/2023 (V.PREDIO 197 LUCAS);;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;LAPK182380119;8489;BETEL MANUTENCAO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
SPLITER RF LS162150 QUINTECH;LS162150;04758-0012;8110;;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
SPLITER RF LS162150 QUINTECH;LS162150;05186-0010;8114;;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
SPLITER RF LS162150 QUINTECH;LS162150;04758-0011;8112;;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;;
MONITOR S22E310HY SAMSUNG;"S22E310HY(22"")";Y29WHXAH702259R;8487;PREDIO 197;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;24/05/2023;
ROTEADOR CCR2004-16G MIKROTIK;CCR2004-16G;HBB07PFKYSV/143;7403;LIVE MODE RIO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;22/02/2023;WILSON TI  CBOL 366
MATRIX DE VIDEO MFR-4000R FORA;MFR-4000R;18910011;8490;BROADMEDIA;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;06/01/2023;VEIO BROADMEDIA (SÓ PROTOCOLO)
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA008921;8232;TI;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;24/03/2023;
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA009022;8233;TI;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;24/03/2023;
MONITOR 24MK430H LG ('23,8')  ;24MK430H;208AZZX9Q813;8234;NOVO;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;24/03/2023;
MONITOR LCD M2470SWH2 AOC;M2470SWH2;HBCLCXA009026;8235;TI;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;24/03/2023;
INTERFACE DE AUDIO XPEAK_IF AEQ;XPEAK_IF;102015;1305;VILA MATILDE;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;22/02/2023;DI: 22/2525302-0
PAINEL COMUNICAÇÃO XPEAK R MOUNT AEQ;XPEAK R MOUNT;102398;1298;VILA MATILDE;PREDIO 197;25/05/2023;IVENTARIO PREDIO 197 (2023) MCR;22/02/2023;DI: 22/2525302-0
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-80000-AA454;8215;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-80000-00000-AA788;8216;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-81498-32812-AA215;8217;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-53657-38914-AAOEM;8218;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-80000-00000-AA251;8219;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-80000-00000-AA813;8220;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-80000-00000-AA530;8221;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-81493-38516-AA388;8222;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-80000-00000-AA825;8223;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00331-20300-00000-AA711;8224;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00330-81498-26524-AA872;8225;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
VMIX RYZEN 5950 PRO;RYZEN 5950;00331-20310-12339-AA921;8226;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
MONITOR S24D332H SAMSUNG;S24D332H;Y2YVHX5N703814T;1012;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
MONITOR S24D332H SAMSUNG;S24D332H;Y2YVHX5N600812K;1014;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
MONITOR S24D332H SAMSUNG;S24D332H;Y2YVHX5N402588F;1016;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
MONITOR S24D332H SAMSUNG;S24D332H;Y2YVHX5N600842M;1018;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
MONITOR S24D332H SAMSUNG;S24D332H;Y2YVHX5N602975A;1006;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
MONITOR S24D332H SAMSUNG;S24D332H;Y2YVHX5NMB02411M;1008;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
MONITOR S24D332H SAMSUNG;S24D332H;Y2YVHX5N502066P;1009;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
MONITOR S24D332H SAMSUNG;S24D332H;Y2YVHX5MB02379V;1020;CBOL 366;CBOL 366;25/05/2023;IVENTARIO CBOL 366 25/05/2023 (LEANDRO LIMA);25/05/2023;CBOL 366 IVENTARIO(LEANDRO)
